Time,Time (ms),Time (delay corrected), C, R, AVG,Baseline corrected
0.0317,31.7,16.7,-6.02E-07,-1.34E-06,-9.74E-07,5.04E-07
0.0318,31.8,16.8,-5.98E-07,-1.34E-06,-9.70E-07,5.07E-07
0.0319,31.9,16.9,-6.00E-07,-1.34E-06,-9.75E-07,5.03E-07
0.032,32,17,-6.02E-07,-1.37E-06,-9.86E-07,4.92E-07
0.0321,32.1,17.1,-6.02E-07,-1.38E-06,-9.93E-07,4.84E-07
0.0322,32.2,17.2,-5.97E-07,-1.39E-06,-9.94E-07,4.84E-07
0.0323,32.3,17.3,-5.86E-07,-1.38E-06,-9.85E-07,4.92E-07
0.0324,32.4,17.4,-5.76E-07,-1.38E-06,-9.81E-07,4.97E-07
0.0325,32.5,17.5,-5.73E-07,-1.39E-06,-9.85E-07,4.92E-07
0.0326,32.6,17.6,-5.62E-07,-1.41E-06,-9.91E-07,4.87E-07
0.0327,32.7,17.7,-5.44E-07,-1.43E-06,-9.89E-07,4.89E-07
0.0328,32.8,17.8,-5.08E-07,-1.43E-06,-9.70E-07,5.08E-07
0.0329,32.9,17.9,-4.75E-07,-1.41E-06,-9.46E-07,5.31E-07
0.033,33,18,-4.49E-07,-1.40E-06,-9.26E-07,5.52E-07
0.0331,33.1,18.1,-4.46E-07,-1.38E-06,-9.17E-07,5.61E-07
0.0332,33.2,18.2,-4.65E-07,-1.37E-06,-9.20E-07,5.58E-07
0.0333,33.3,18.3,-4.86E-07,-1.36E-06,-9.24E-07,5.54E-07
0.0334,33.4,18.4,-5.02E-07,-1.35E-06,-9.29E-07,5.48E-07
0.0335,33.5,18.5,-5.04E-07,-1.35E-06,-9.29E-07,5.49E-07
0.0336,33.6,18.6,-5.15E-07,-1.35E-06,-9.35E-07,5.42E-07
0.0337,33.7,18.7,-5.46E-07,-1.37E-06,-9.61E-07,5.16E-07
0.0338,33.8,18.8,-5.89E-07,-1.40E-06,-9.95E-07,4.83E-07
0.0339,33.9,18.9,-6.23E-07,-1.43E-06,-1.03E-06,4.50E-07
0.034,34,19,-6.36E-07,-1.43E-06,-1.04E-06,4.40E-07
0.0341,34.1,19.1,-6.41E-07,-1.43E-06,-1.04E-06,4.38E-07
0.0342,34.2,19.2,-6.49E-07,-1.42E-06,-1.04E-06,4.41E-07
0.0343,34.3,19.3,-6.60E-07,-1.42E-06,-1.04E-06,4.35E-07
0.0344,34.4,19.4,-6.81E-07,-1.44E-06,-1.06E-06,4.13E-07
0.0345,34.5,19.5,-7.02E-07,-1.47E-06,-1.09E-06,3.92E-07
0.0346,34.6,19.6,-7.24E-07,-1.47E-06,-1.10E-06,3.77E-07
0.0347,34.7,19.7,-7.39E-07,-1.47E-06,-1.11E-06,3.69E-07
0.0348,34.8,19.8,-7.45E-07,-1.49E-06,-1.12E-06,3.59E-07
0.0349,34.9,19.9,-7.53E-07,-1.51E-06,-1.13E-06,3.44E-07
0.035,35,20,-7.60E-07,-1.53E-06,-1.15E-06,3.31E-07
0.0351,35.1,20.1,-7.70E-07,-1.57E-06,-1.17E-06,3.06E-07
0.0352,35.2,20.2,-7.72E-07,-1.62E-06,-1.20E-06,2.82E-07
0.0353,35.3,20.3,-7.56E-07,-1.67E-06,-1.21E-06,2.63E-07
0.0354,35.4,20.4,-7.40E-07,-1.70E-06,-1.22E-06,2.54E-07
0.0355,35.5,20.5,-7.20E-07,-1.71E-06,-1.22E-06,2.59E-07
0.0356,35.6,20.6,-7.14E-07,-1.70E-06,-1.21E-06,2.68E-07
0.0357,35.7,20.7,-6.96E-07,-1.68E-06,-1.19E-06,2.86E-07
0.0358,35.8,20.8,-6.70E-07,-1.68E-06,-1.18E-06,3.00E-07
0.0359,35.9,20.9,-6.20E-07,-1.68E-06,-1.15E-06,3.24E-07
0.036,36,21,-5.73E-07,-1.69E-06,-1.13E-06,3.44E-07
0.0361,36.1,21.1,-5.34E-07,-1.70E-06,-1.12E-06,3.55E-07
0.0362,36.2,21.2,-5.16E-07,-1.74E-06,-1.13E-06,3.46E-07
0.0363,36.3,21.3,-5.06E-07,-1.76E-06,-1.14E-06,3.39E-07
0.0364,36.4,21.4,-4.93E-07,-1.77E-06,-1.13E-06,3.44E-07
0.0365,36.5,21.5,-4.86E-07,-1.76E-06,-1.12E-06,3.53E-07
0.0366,36.6,21.6,-4.90E-07,-1.76E-06,-1.13E-06,3.51E-07
0.0367,36.7,21.7,-4.96E-07,-1.77E-06,-1.13E-06,3.43E-07
0.0368,36.8,21.8,-4.86E-07,-1.78E-06,-1.14E-06,3.41E-07
0.0369,36.9,21.9,-4.66E-07,-1.80E-06,-1.14E-06,3.39E-07
0.037,37,22,-4.48E-07,-1.84E-06,-1.15E-06,3.32E-07
0.0371,37.1,22.1,-4.44E-07,-1.87E-06,-1.16E-06,3.18E-07
0.0372,37.2,22.2,-4.50E-07,-1.89E-06,-1.18E-06,3.02E-07
0.0373,37.3,22.3,-4.49E-07,-1.91E-06,-1.19E-06,2.91E-07
0.0374,37.4,22.4,-4.44E-07,-1.94E-06,-1.20E-06,2.82E-07
0.0375,37.5,22.5,-4.36E-07,-1.96E-06,-1.20E-06,2.77E-07
0.0376,37.6,22.6,-4.37E-07,-1.96E-06,-1.21E-06,2.72E-07
0.0377,37.7,22.7,-4.35E-07,-1.97E-06,-1.21E-06,2.68E-07
0.0378,37.8,22.8,-4.12E-07,-1.99E-06,-1.20E-06,2.73E-07
0.0379,37.9,22.9,-3.88E-07,-1.99E-06,-1.19E-06,2.84E-07
0.038,38,23,-3.80E-07,-1.98E-06,-1.18E-06,2.93E-07
0.0381,38.1,23.1,-3.92E-07,-1.98E-06,-1.19E-06,2.89E-07
0.0382,38.2,23.2,-3.99E-07,-1.98E-06,-1.19E-06,2.83E-07
0.0383,38.3,23.3,-3.99E-07,-1.99E-06,-1.20E-06,2.79E-07
0.0384,38.4,23.4,-3.86E-07,-1.99E-06,-1.19E-06,2.86E-07
0.0385,38.5,23.5,-3.79E-07,-2.00E-06,-1.19E-06,2.85E-07
0.0386,38.6,23.6,-3.71E-07,-2.02E-06,-1.20E-06,2.78E-07
0.0387,38.7,23.7,-3.78E-07,-2.03E-06,-1.21E-06,2.68E-07
0.0388,38.8,23.8,-3.82E-07,-2.02E-06,-1.21E-06,2.72E-07
0.0389,38.9,23.9,-3.83E-07,-1.99E-06,-1.19E-06,2.85E-07
0.039,39,24,-3.96E-07,-1.96E-06,-1.18E-06,2.95E-07
0.0391,39.1,24.1,-4.31E-07,-1.94E-06,-1.19E-06,2.88E-07
0.0392,39.2,24.2,-4.72E-07,-1.93E-06,-1.21E-06,2.72E-07
0.0393,39.3,24.3,-4.97E-07,-1.92E-06,-1.21E-06,2.64E-07
0.0394,39.4,24.4,-5.16E-07,-1.90E-06,-1.21E-06,2.67E-07
0.0395,39.5,24.5,-5.30E-07,-1.86E-06,-1.20E-06,2.78E-07
0.0396,39.6,24.6,-5.45E-07,-1.85E-06,-1.20E-06,2.79E-07
0.0397,39.7,24.7,-5.57E-07,-1.86E-06,-1.21E-06,2.66E-07
0.0398,39.8,24.8,-5.59E-07,-1.87E-06,-1.22E-06,2.57E-07
0.0399,39.9,24.9,-5.49E-07,-1.87E-06,-1.21E-06,2.64E-07
0.04,40,25,-5.25E-07,-1.84E-06,-1.19E-06,2.92E-07
0.0401,40.1,25.1,-5.05E-07,-1.80E-06,-1.16E-06,3.20E-07
0.0402,40.2,25.2,-4.98E-07,-1.77E-06,-1.14E-06,3.40E-07
0.0403,40.3,25.3,-4.95E-07,-1.73E-06,-1.12E-06,3.59E-07
0.0404,40.4,25.4,-4.89E-07,-1.70E-06,-1.10E-06,3.82E-07
0.0405,40.5,25.5,-4.68E-07,-1.66E-06,-1.07E-06,4.09E-07
0.0406,40.6,25.6,-4.47E-07,-1.65E-06,-1.05E-06,4.27E-07
0.0407,40.7,25.7,-4.31E-07,-1.63E-06,-1.04E-06,4.41E-07
0.0408,40.8,25.8,-4.15E-07,-1.63E-06,-1.02E-06,4.53E-07
0.0409,40.9,25.9,-3.97E-07,-1.61E-06,-1.01E-06,4.71E-07
0.041,41,26,-3.85E-07,-1.60E-06,-9.96E-07,4.82E-07
0.0411,41.1,26.1,-3.89E-07,-1.58E-06,-9.91E-07,4.87E-07
0.0412,41.2,26.2,-3.94E-07,-1.57E-06,-9.84E-07,4.93E-07
0.0413,41.3,26.3,-3.86E-07,-1.56E-06,-9.75E-07,5.03E-07
0.0414,41.4,26.4,-3.68E-07,-1.55E-06,-9.62E-07,5.16E-07
0.0415,41.5,26.5,-3.66E-07,-1.55E-06,-9.61E-07,5.17E-07
0.0416,41.6,26.6,-3.83E-07,-1.55E-06,-9.68E-07,5.09E-07
0.0417,41.7,26.7,-3.96E-07,-1.54E-06,-9.72E-07,5.05E-07
0.0418,41.8,26.8,-3.86E-07,-1.54E-06,-9.66E-07,5.12E-07
0.0419,41.9,26.9,-3.55E-07,-1.53E-06,-9.46E-07,5.32E-07
0.042,42,27,-3.28E-07,-1.51E-06,-9.24E-07,5.54E-07
0.0421,42.1,27.1,-3.08E-07,-1.49E-06,-9.02E-07,5.76E-07
0.0422,42.2,27.2,-2.98E-07,-1.48E-06,-8.91E-07,5.87E-07
0.0423,42.3,27.3,-3.03E-07,-1.47E-06,-8.91E-07,5.87E-07
0.0424,42.4,27.4,-3.20E-07,-1.47E-06,-8.99E-07,5.79E-07
0.0425,42.5,27.5,-3.42E-07,-1.47E-06,-9.08E-07,5.69E-07
0.0426,42.6,27.6,-3.49E-07,-1.47E-06,-9.15E-07,5.63E-07
0.0427,42.7,27.7,-3.49E-07,-1.48E-06,-9.20E-07,5.58E-07
0.0428,42.8,27.8,-3.59E-07,-1.48E-06,-9.24E-07,5.54E-07
0.0429,42.9,27.9,-3.87E-07,-1.49E-06,-9.40E-07,5.37E-07
0.043,43,28,-4.14E-07,-1.51E-06,-9.63E-07,5.14E-07
0.0431,43.1,28.1,-4.28E-07,-1.53E-06,-9.83E-07,4.94E-07
0.0432,43.2,28.2,-4.29E-07,-1.55E-06,-9.94E-07,4.83E-07
0.0433,43.3,28.3,-4.32E-07,-1.57E-06,-1.00E-06,4.75E-07
0.0434,43.4,28.4,-4.36E-07,-1.58E-06,-1.01E-06,4.64E-07
0.0435,43.5,28.5,-4.44E-07,-1.60E-06,-1.03E-06,4.52E-07
0.0436,43.6,28.6,-4.49E-07,-1.61E-06,-1.03E-06,4.43E-07
0.0437,43.7,28.7,-4.58E-07,-1.62E-06,-1.04E-06,4.35E-07
0.0438,43.8,28.8,-4.66E-07,-1.63E-06,-1.05E-06,4.27E-07
0.0439,43.9,28.9,-4.78E-07,-1.65E-06,-1.07E-06,4.11E-07
0.044,44,29,-4.74E-07,-1.68E-06,-1.08E-06,3.98E-07
0.0441,44.1,29.1,-4.61E-07,-1.70E-06,-1.09E-06,3.91E-07
0.0442,44.2,29.2,-4.41E-07,-1.71E-06,-1.08E-06,3.99E-07
0.0443,44.3,29.3,-4.37E-07,-1.69E-06,-1.07E-06,4.10E-07
0.0444,44.4,29.4,-4.36E-07,-1.68E-06,-1.06E-06,4.18E-07
0.0445,44.5,29.5,-4.30E-07,-1.68E-06,-1.06E-06,4.18E-07
0.0446,44.6,29.6,-4.19E-07,-1.70E-06,-1.06E-06,4.16E-07
0.0447,44.7,29.7,-4.05E-07,-1.71E-06,-1.06E-06,4.16E-07
0.0448,44.8,29.8,-4.04E-07,-1.73E-06,-1.07E-06,4.09E-07
0.0449,44.9,29.9,-4.05E-07,-1.73E-06,-1.07E-06,4.07E-07
0.045,45,30,-4.06E-07,-1.73E-06,-1.07E-06,4.07E-07
0.0451,45.1,30.1,-4.04E-07,-1.72E-06,-1.06E-06,4.13E-07
0.0452,45.2,30.2,-3.93E-07,-1.71E-06,-1.06E-06,4.20E-07
0.0453,45.3,30.3,-3.87E-07,-1.71E-06,-1.05E-06,4.26E-07
0.0454,45.4,30.4,-3.81E-07,-1.70E-06,-1.04E-06,4.33E-07
0.0455,45.5,30.5,-3.75E-07,-1.69E-06,-1.03E-06,4.43E-07
0.0456,45.6,30.6,-3.63E-07,-1.66E-06,-1.01E-06,4.63E-07
0.0457,45.7,30.7,-3.55E-07,-1.62E-06,-9.93E-07,4.84E-07
0.0458,45.8,30.8,-3.65E-07,-1.60E-06,-9.85E-07,4.92E-07
0.0459,45.9,30.9,-3.89E-07,-1.58E-06,-9.89E-07,4.88E-07
0.046,46,31,-4.10E-07,-1.56E-06,-9.91E-07,4.87E-07
0.0461,46.1,31.1,-4.24E-07,-1.54E-06,-9.87E-07,4.91E-07
0.0462,46.2,31.2,-4.21E-07,-1.53E-06,-9.81E-07,4.97E-07
0.0463,46.3,31.3,-4.19E-07,-1.52E-06,-9.75E-07,5.03E-07
0.0464,46.4,31.4,-4.14E-07,-1.52E-06,-9.70E-07,5.08E-07
0.0465,46.5,31.5,-4.12E-07,-1.52E-06,-9.67E-07,5.11E-07
0.0466,46.6,31.6,-4.16E-07,-1.52E-06,-9.71E-07,5.06E-07
0.0467,46.7,31.7,-4.30E-07,-1.52E-06,-9.81E-07,4.97E-07
0.0468,46.8,31.8,-4.51E-07,-1.52E-06,-9.89E-07,4.89E-07
0.0469,46.9,31.9,-4.62E-07,-1.52E-06,-9.94E-07,4.84E-07
0.047,47,32,-4.77E-07,-1.51E-06,-9.99E-07,4.79E-07
0.0471,47.1,32.1,-5.03E-07,-1.50E-06,-1.00E-06,4.75E-07
0.0472,47.2,32.2,-5.45E-07,-1.47E-06,-1.01E-06,4.68E-07
0.0473,47.3,32.3,-5.80E-07,-1.46E-06,-1.02E-06,4.53E-07
0.0474,47.4,32.4,-6.13E-07,-1.47E-06,-1.04E-06,4.34E-07
0.0475,47.5,32.5,-6.32E-07,-1.47E-06,-1.05E-06,4.24E-07
0.0476,47.6,32.6,-6.39E-07,-1.46E-06,-1.05E-06,4.24E-07
0.0477,47.7,32.7,-6.33E-07,-1.45E-06,-1.05E-06,4.31E-07
0.0478,47.8,32.8,-6.20E-07,-1.46E-06,-1.04E-06,4.33E-07
0.0479,47.9,32.9,-6.06E-07,-1.47E-06,-1.04E-06,4.37E-07
0.048,48,33,-5.98E-07,-1.48E-06,-1.04E-06,4.35E-07
0.0481,48.1,33.1,-6.08E-07,-1.48E-06,-1.05E-06,4.33E-07
0.0482,48.2,33.2,-6.28E-07,-1.47E-06,-1.05E-06,4.25E-07
0.0483,48.3,33.3,-6.29E-07,-1.48E-06,-1.06E-06,4.22E-07
0.0484,48.4,33.4,-6.13E-07,-1.50E-06,-1.06E-06,4.19E-07
0.0485,48.5,33.5,-5.89E-07,-1.53E-06,-1.06E-06,4.18E-07
0.0486,48.6,33.6,-5.86E-07,-1.54E-06,-1.07E-06,4.11E-07
0.0487,48.7,33.7,-6.03E-07,-1.55E-06,-1.08E-06,3.98E-07
0.0488,48.8,33.8,-6.24E-07,-1.55E-06,-1.09E-06,3.90E-07
0.0489,48.9,33.9,-6.27E-07,-1.53E-06,-1.08E-06,3.98E-07
0.049,49,34,-6.02E-07,-1.50E-06,-1.05E-06,4.26E-07
0.0491,49.1,34.1,-5.68E-07,-1.47E-06,-1.02E-06,4.57E-07
0.0492,49.2,34.2,-5.52E-07,-1.45E-06,-1.00E-06,4.74E-07
0.0493,49.3,34.3,-5.55E-07,-1.43E-06,-9.98E-07,4.80E-07
0.0494,49.4,34.4,-5.66E-07,-1.42E-06,-9.94E-07,4.83E-07
0.0495,49.5,34.5,-5.67E-07,-1.40E-06,-9.84E-07,4.93E-07
0.0496,49.6,34.6,-5.72E-07,-1.38E-06,-9.80E-07,4.98E-07
0.0497,49.7,34.7,-5.77E-07,-1.38E-06,-9.79E-07,4.99E-07
0.0498,49.8,34.8,-5.91E-07,-1.38E-06,-9.86E-07,4.92E-07
0.0499,49.9,34.9,-6.09E-07,-1.36E-06,-9.86E-07,4.92E-07
0.05,50,35,-6.33E-07,-1.33E-06,-9.85E-07,4.93E-07
0.0501,50.1,35.1,-6.47E-07,-1.31E-06,-9.80E-07,4.97E-07
0.0502,50.2,35.2,-6.56E-07,-1.30E-06,-9.81E-07,4.96E-07
0.0503,50.3,35.3,-6.77E-07,-1.30E-06,-9.91E-07,4.87E-07
0.0504,50.4,35.4,-7.07E-07,-1.30E-06,-1.01E-06,4.71E-07
0.0505,50.5,35.5,-7.40E-07,-1.31E-06,-1.03E-06,4.53E-07
0.0506,50.6,35.6,-7.72E-07,-1.32E-06,-1.05E-06,4.31E-07
0.0507,50.7,35.7,-8.06E-07,-1.32E-06,-1.07E-06,4.11E-07
0.0508,50.8,35.8,-8.38E-07,-1.32E-06,-1.08E-06,3.97E-07
0.0509,50.9,35.9,-8.46E-07,-1.30E-06,-1.08E-06,4.01E-07
0.051,51,36,-8.47E-07,-1.27E-06,-1.06E-06,4.15E-07
0.0511,51.1,36.1,-8.58E-07,-1.25E-06,-1.05E-06,4.25E-07
0.0512,51.2,36.2,-8.91E-07,-1.24E-06,-1.07E-06,4.12E-07
0.0513,51.3,36.3,-9.19E-07,-1.24E-06,-1.08E-06,3.97E-07
0.0514,51.4,36.4,-9.24E-07,-1.23E-06,-1.08E-06,3.99E-07
0.0515,51.5,36.5,-9.18E-07,-1.20E-06,-1.06E-06,4.20E-07
0.0516,51.6,36.6,-9.04E-07,-1.17E-06,-1.04E-06,4.40E-07
0.0517,51.7,36.7,-8.89E-07,-1.17E-06,-1.03E-06,4.49E-07
0.0518,51.8,36.8,-8.61E-07,-1.18E-06,-1.02E-06,4.55E-07
0.0519,51.9,36.9,-8.41E-07,-1.20E-06,-1.02E-06,4.56E-07
0.052,52,37,-8.27E-07,-1.20E-06,-1.02E-06,4.60E-07
0.0521,52.1,37.1,-8.19E-07,-1.20E-06,-1.01E-06,4.66E-07
0.0522,52.2,37.2,-8.15E-07,-1.20E-06,-1.01E-06,4.70E-07
0.0523,52.3,37.3,-8.15E-07,-1.20E-06,-1.01E-06,4.69E-07
0.0524,52.4,37.4,-8.11E-07,-1.19E-06,-1.00E-06,4.76E-07
0.0525,52.5,37.5,-7.90E-07,-1.18E-06,-9.85E-07,4.92E-07
0.0526,52.6,37.6,-7.80E-07,-1.17E-06,-9.76E-07,5.01E-07
0.0527,52.7,37.7,-7.90E-07,-1.19E-06,-9.92E-07,4.85E-07
0.0528,52.8,37.8,-8.08E-07,-1.21E-06,-1.01E-06,4.66E-07
0.0529,52.9,37.9,-8.13E-07,-1.22E-06,-1.02E-06,4.62E-07
0.053,53,38,-8.18E-07,-1.21E-06,-1.01E-06,4.64E-07
0.0531,53.1,38.1,-8.29E-07,-1.21E-06,-1.02E-06,4.58E-07
0.0532,53.2,38.2,-8.48E-07,-1.20E-06,-1.03E-06,4.52E-07
0.0533,53.3,38.3,-8.58E-07,-1.18E-06,-1.02E-06,4.56E-07
0.0534,53.4,38.4,-8.64E-07,-1.17E-06,-1.02E-06,4.62E-07
0.0535,53.5,38.5,-8.53E-07,-1.16E-06,-1.01E-06,4.69E-07
0.0536,53.6,38.6,-8.29E-07,-1.17E-06,-1.00E-06,4.75E-07
0.0537,53.7,38.7,-8.04E-07,-1.19E-06,-9.98E-07,4.80E-07
0.0538,53.8,38.8,-7.91E-07,-1.21E-06,-1.00E-06,4.77E-07
0.0539,53.9,38.9,-7.83E-07,-1.22E-06,-1.00E-06,4.74E-07
0.054,54,39,-7.80E-07,-1.23E-06,-1.01E-06,4.72E-07
0.0541,54.1,39.1,-7.81E-07,-1.24E-06,-1.01E-06,4.64E-07
0.0542,54.2,39.2,-7.95E-07,-1.25E-06,-1.02E-06,4.56E-07
0.0543,54.3,39.3,-7.96E-07,-1.24E-06,-1.02E-06,4.56E-07
0.0544,54.4,39.4,-7.92E-07,-1.23E-06,-1.01E-06,4.67E-07
0.0545,54.5,39.5,-7.80E-07,-1.21E-06,-9.95E-07,4.83E-07
0.0546,54.6,39.6,-8.01E-07,-1.19E-06,-9.99E-07,4.79E-07
0.0547,54.7,39.7,-8.31E-07,-1.20E-06,-1.02E-06,4.60E-07
0.0548,54.8,39.8,-8.69E-07,-1.21E-06,-1.04E-06,4.37E-07
0.0549,54.9,39.9,-8.84E-07,-1.21E-06,-1.05E-06,4.29E-07
0.055,55,40,-8.96E-07,-1.21E-06,-1.05E-06,4.24E-07
0.0551,55.1,40.1,-8.93E-07,-1.20E-06,-1.05E-06,4.30E-07
0.0552,55.2,40.2,-8.96E-07,-1.20E-06,-1.05E-06,4.28E-07
0.0553,55.3,40.3,-9.15E-07,-1.20E-06,-1.06E-06,4.18E-07
0.0554,55.4,40.4,-9.64E-07,-1.21E-06,-1.09E-06,3.89E-07
0.0555,55.5,40.5,-1.00E-06,-1.22E-06,-1.11E-06,3.68E-07
0.0556,55.6,40.6,-1.02E-06,-1.22E-06,-1.12E-06,3.56E-07
0.0557,55.7,40.7,-1.02E-06,-1.22E-06,-1.12E-06,3.60E-07
0.0558,55.8,40.8,-1.03E-06,-1.20E-06,-1.12E-06,3.60E-07
0.0559,55.9,40.9,-1.06E-06,-1.19E-06,-1.12E-06,3.56E-07
0.056,56,41,-1.10E-06,-1.17E-06,-1.14E-06,3.41E-07
0.0561,56.1,41.1,-1.12E-06,-1.18E-06,-1.15E-06,3.29E-07
0.0562,56.2,41.2,-1.12E-06,-1.18E-06,-1.15E-06,3.25E-07
0.0563,56.3,41.3,-1.12E-06,-1.19E-06,-1.15E-06,3.23E-07
0.0564,56.4,41.4,-1.11E-06,-1.20E-06,-1.16E-06,3.22E-07
0.0565,56.5,41.5,-1.11E-06,-1.20E-06,-1.16E-06,3.23E-07
0.0566,56.6,41.6,-1.11E-06,-1.20E-06,-1.15E-06,3.25E-07
0.0567,56.7,41.7,-1.11E-06,-1.21E-06,-1.16E-06,3.16E-07
0.0568,56.8,41.8,-1.11E-06,-1.24E-06,-1.17E-06,3.03E-07
0.0569,56.9,41.9,-1.12E-06,-1.24E-06,-1.18E-06,3.01E-07
0.057,57,42,-1.11E-06,-1.22E-06,-1.17E-06,3.11E-07
0.0571,57.1,42.1,-1.11E-06,-1.20E-06,-1.15E-06,3.23E-07
0.0572,57.2,42.2,-1.11E-06,-1.20E-06,-1.15E-06,3.24E-07
0.0573,57.3,42.3,-1.12E-06,-1.21E-06,-1.16E-06,3.13E-07
0.0574,57.4,42.4,-1.14E-06,-1.21E-06,-1.17E-06,3.04E-07
0.0575,57.5,42.5,-1.14E-06,-1.22E-06,-1.18E-06,2.98E-07
0.0576,57.6,42.6,-1.13E-06,-1.23E-06,-1.18E-06,2.99E-07
0.0577,57.7,42.7,-1.12E-06,-1.23E-06,-1.18E-06,3.01E-07
0.0578,57.8,42.8,-1.13E-06,-1.22E-06,-1.17E-06,3.04E-07
0.0579,57.9,42.9,-1.13E-06,-1.19E-06,-1.16E-06,3.18E-07
0.058,58,43,-1.11E-06,-1.16E-06,-1.14E-06,3.39E-07
0.0581,58.1,43.1,-1.10E-06,-1.15E-06,-1.13E-06,3.52E-07
0.0582,58.2,43.2,-1.09E-06,-1.16E-06,-1.13E-06,3.51E-07
0.0583,58.3,43.3,-1.10E-06,-1.18E-06,-1.14E-06,3.39E-07
0.0584,58.4,43.4,-1.08E-06,-1.21E-06,-1.15E-06,3.32E-07
0.0585,58.5,43.5,-1.07E-06,-1.22E-06,-1.15E-06,3.30E-07
0.0586,58.6,43.6,-1.06E-06,-1.24E-06,-1.15E-06,3.31E-07
0.0587,58.7,43.7,-1.05E-06,-1.25E-06,-1.15E-06,3.28E-07
0.0588,58.8,43.8,-1.04E-06,-1.26E-06,-1.15E-06,3.24E-07
0.0589,58.9,43.9,-1.04E-06,-1.27E-06,-1.16E-06,3.18E-07
0.059,59,44,-1.05E-06,-1.29E-06,-1.17E-06,3.05E-07
0.0591,59.1,44.1,-1.06E-06,-1.33E-06,-1.19E-06,2.85E-07
0.0592,59.2,44.2,-1.05E-06,-1.35E-06,-1.20E-06,2.73E-07
0.0593,59.3,44.3,-1.04E-06,-1.36E-06,-1.20E-06,2.76E-07
0.0594,59.4,44.4,-1.03E-06,-1.35E-06,-1.19E-06,2.86E-07
0.0595,59.5,44.5,-1.04E-06,-1.34E-06,-1.19E-06,2.85E-07
0.0596,59.6,44.6,-1.04E-06,-1.35E-06,-1.20E-06,2.80E-07
0.0597,59.7,44.7,-1.04E-06,-1.36E-06,-1.20E-06,2.76E-07
0.0598,59.8,44.8,-1.03E-06,-1.38E-06,-1.21E-06,2.71E-07
0.0599,59.9,44.9,-1.02E-06,-1.40E-06,-1.21E-06,2.65E-07
0.06,60,45,-1.02E-06,-1.43E-06,-1.23E-06,2.51E-07
0.0601,60.1,45.1,-1.03E-06,-1.44E-06,-1.24E-06,2.38E-07
0.0602,60.2,45.2,-1.04E-06,-1.46E-06,-1.25E-06,2.23E-07
0.0603,60.3,45.3,-1.04E-06,-1.49E-06,-1.27E-06,2.12E-07
0.0604,60.4,45.4,-1.02E-06,-1.51E-06,-1.27E-06,2.08E-07
0.0605,60.5,45.5,-9.97E-07,-1.53E-06,-1.26E-06,2.13E-07
0.0606,60.6,45.6,-9.84E-07,-1.53E-06,-1.26E-06,2.18E-07
0.0607,60.7,45.7,-9.85E-07,-1.53E-06,-1.26E-06,2.20E-07
0.0608,60.8,45.8,-9.94E-07,-1.52E-06,-1.26E-06,2.20E-07
0.0609,60.9,45.9,-9.86E-07,-1.51E-06,-1.25E-06,2.28E-07
0.061,61,46,-9.72E-07,-1.51E-06,-1.25E-06,2.32E-07
0.0611,61.1,46.1,-9.68E-07,-1.52E-06,-1.25E-06,2.30E-07
0.0612,61.2,46.2,-9.65E-07,-1.52E-06,-1.24E-06,2.33E-07
0.0613,61.3,46.3,-9.56E-07,-1.50E-06,-1.23E-06,2.49E-07
0.0614,61.4,46.4,-9.35E-07,-1.47E-06,-1.20E-06,2.75E-07
0.0615,61.5,46.5,-9.16E-07,-1.44E-06,-1.18E-06,3.00E-07
0.0616,61.6,46.6,-8.90E-07,-1.42E-06,-1.16E-06,3.22E-07
0.0617,61.7,46.7,-8.56E-07,-1.41E-06,-1.13E-06,3.43E-07
0.0618,61.8,46.8,-8.13E-07,-1.41E-06,-1.11E-06,3.67E-07
0.0619,61.9,46.9,-7.64E-07,-1.38E-06,-1.08E-06,4.01E-07
0.062,62,47,-7.23E-07,-1.34E-06,-1.03E-06,4.46E-07
0.0621,62.1,47.1,-7.00E-07,-1.28E-06,-9.94E-07,4.84E-07
0.0622,62.2,47.2,-6.91E-07,-1.25E-06,-9.71E-07,5.07E-07
0.0623,62.3,47.3,-6.80E-07,-1.23E-06,-9.56E-07,5.22E-07
0.0624,62.4,47.4,-6.75E-07,-1.21E-06,-9.46E-07,5.32E-07
0.0625,62.5,47.5,-6.73E-07,-1.19E-06,-9.33E-07,5.44E-07
0.0626,62.6,47.6,-6.78E-07,-1.18E-06,-9.28E-07,5.49E-07
0.0627,62.7,47.7,-6.88E-07,-1.16E-06,-9.28E-07,5.50E-07
0.0628,62.8,47.8,-7.08E-07,-1.15E-06,-9.29E-07,5.48E-07
0.0629,62.9,47.9,-7.15E-07,-1.12E-06,-9.17E-07,5.60E-07
0.063,63,48,-6.98E-07,-1.09E-06,-8.93E-07,5.85E-07
0.0631,63.1,48.1,-6.64E-07,-1.06E-06,-8.65E-07,6.12E-07
0.0632,63.2,48.2,-6.29E-07,-1.05E-06,-8.43E-07,6.35E-07
0.0633,63.3,48.3,-5.91E-07,-1.05E-06,-8.24E-07,6.54E-07
0.0634,63.4,48.4,-5.55E-07,-1.05E-06,-8.05E-07,6.72E-07
0.0635,63.5,48.5,-5.32E-07,-1.05E-06,-7.92E-07,6.86E-07
0.0636,63.6,48.6,-5.18E-07,-1.04E-06,-7.79E-07,6.99E-07
0.0637,63.7,48.7,-5.09E-07,-1.03E-06,-7.70E-07,7.08E-07
